7211.7428478
Start	Stop	Count
  0.007812	  0.015625	126603.481436
  0.015625	  0.031250	484747.274289
  0.031250	  0.062500	1784945.103606
  0.062500	  0.125000	6176672.533794
  0.125000	  0.250000	18507818.076600
