7226.63682801
Start	Stop	Count
  0.007812	  0.015625	126512.822071
  0.015625	  0.031250	486303.951833
  0.031250	  0.062500	1793876.859903
  0.062500	  0.125000	6217947.318882
  0.125000	  0.250000	18626719.265017
