28788.9871161
Start	Stop	Count
  0.007812	  0.015625	505220.145736
  0.015625	  0.031250	1936253.264635
  0.031250	  0.062500	7147747.027028
  0.062500	  0.125000	24773467.201213
  0.125000	  0.250000	74225481.099920
