115330.716111
Start	Stop	Count
  0.007812	  0.015625	2023724.022748
  0.015625	  0.031250	7753988.129238
  0.031250	  0.062500	28611370.096345
  0.062500	  0.125000	99175457.533635
  0.125000	  0.250000	297248823.802013
