441.879721589
Start	Stop	Count
  0.007812	  0.015625	7713.691454
  0.015625	  0.031250	29621.029447
  0.031250	  0.062500	109120.524752
  0.062500	  0.125000	377329.703619
  0.125000	  0.250000	1124545.456160
