7143.90924446
Start	Stop	Count
  0.007812	  0.015625	6318.590556
  0.015625	  0.031250	24148.955674
  0.031250	  0.062500	89384.663668
  0.062500	  0.125000	309425.391234
  0.125000	  0.250000	918076.170795
