460967.760491
Start	Stop	Count
  0.007812	  0.015625	407007.643970
  0.015625	  0.031250	1566028.387817
  0.031250	  0.062500	5766394.774435
  0.062500	  0.125000	19936154.676204
  0.125000	  0.250000	59038837.533375
