460942.064313
Start	Stop	Count
  0.007812	  0.015625	406862.371152
  0.015625	  0.031250	1565884.033143
  0.031250	  0.062500	5766106.021285
  0.062500	  0.125000	19935036.527217
  0.125000	  0.250000	59036527.033644
