1796.93529543
Start	Stop	Count
  0.007812	  0.015625	1595.354334
  0.015625	  0.031250	6070.662781
  0.031250	  0.062500	22487.071277
  0.062500	  0.125000	77270.154116
  0.125000	  0.250000	228036.249407
