28750.2485054
Start	Stop	Count
  0.007812	  0.015625	25459.074885
  0.015625	  0.031250	97710.039255
  0.031250	  0.062500	359828.414602
  0.062500	  0.125000	1242576.701234
  0.125000	  0.250000	3682576.656506
