28690.1824359
Start	Stop	Count
  0.007812	  0.015625	24278.442097
  0.015625	  0.031250	94526.085984
  0.031250	  0.062500	353679.580565
  0.062500	  0.125000	1237077.325639
  0.125000	  0.250000	3682794.359139
