14377.1193533
Start	Stop	Count
  0.007812	  0.015625	370731.582242
  0.015625	  0.031250	1419351.916114
  0.031250	  0.062500	5251290.575588
  0.062500	  0.125000	18216110.974291
  0.125000	  0.250000	54752608.701301
