7201.57076026
Start	Stop	Count
  0.007812	  0.015625	6059.188595
  0.015625	  0.031250	23676.557208
  0.031250	  0.062500	88647.853859
  0.062500	  0.125000	311286.944106
  0.125000	  0.250000	930720.572596
