461156.940936
Start	Stop	Count
  0.007812	  0.015625	388934.953882
  0.015625	  0.031250	1505580.746505
  0.031250	  0.062500	5644901.556871
  0.062500	  0.125000	19751683.481169
  0.125000	  0.250000	58959227.360840
