461075.097623
Start	Stop	Count
  0.007812	  0.015625	407052.910092
  0.015625	  0.031250	1566599.233169
  0.031250	  0.062500	5768605.146409
  0.062500	  0.125000	19946791.670632
  0.125000	  0.250000	59060959.366871
