28789.7218836
Start	Stop	Count
  0.007812	  0.015625	24233.673920
  0.015625	  0.031250	94612.994337
  0.031250	  0.062500	354681.669443
  0.062500	  0.125000	1242617.352453
  0.125000	  0.250000	3705717.932693
