14423.3967216
Start	Stop	Count
  0.007812	  0.015625	372470.489016
  0.015625	  0.031250	1429622.217397
  0.031250	  0.062500	5286667.550042
  0.062500	  0.125000	18300124.128919
  0.125000	  0.250000	54679178.426372
