115333.336201
Start	Stop	Count
  0.007812	  0.015625	23845715.077974
  0.015625	  0.031250	91478617.278559
  0.031250	  0.062500	337930440.723514
  0.062500	  0.125000	1172279117.532228
  0.125000	  0.250000	3508509532.308061
