1781.61602894
Start	Stop	Count
  0.007812	  0.015625	1482.611326
  0.015625	  0.031250	5873.612789
  0.031250	  0.062500	21708.432887
  0.062500	  0.125000	76707.006311
  0.125000	  0.250000	229606.214287
