1809.94224476
Start	Stop	Count
  0.007812	  0.015625	5879.821947
  0.015625	  0.031250	22558.253016
  0.031250	  0.062500	83667.552261
  0.062500	  0.125000	291021.327634
  0.125000	  0.250000	869681.703564
