115141.721785
Start	Stop	Count
  0.007812	  0.015625	23732702.069503
  0.015625	  0.031250	91095221.743682
  0.031250	  0.062500	336421644.588634
  0.062500	  0.125000	1166859592.008689
  0.125000	  0.250000	3493974414.929864
