28745.9681929
Start	Stop	Count
  0.007812	  0.015625	1474357.694324
  0.015625	  0.031250	5663872.213777
  0.031250	  0.062500	20918403.961113
  0.062500	  0.125000	72450887.780477
  0.125000	  0.250000	217541479.348854
