14362.3761193
Start	Stop	Count
  0.007812	  0.015625	371059.503856
  0.015625	  0.031250	1421216.161960
  0.031250	  0.062500	5242177.948044
  0.062500	  0.125000	18163658.065655
  0.125000	  0.250000	54647677.809968
