#RA Dec weight
351.7146822486 0.2403470402 0.4917269945
352.0005812553 0.0728004126 0.5303999782
351.7166901461 0.2735602480 0.4995629787
352.0385375158 0.3591230482 0.4125002623
351.8958627657 -0.0597395821 0.5814934373
352.0550536757 0.2559578198 0.8329055309
351.7034928707 0.0632040866 0.5370922089
352.0017003324 0.0317074193 0.4080000520
351.6000794548 0.3264562648 0.4833517373
351.4119468944 0.1014688185 0.5763229728
352.0744155241 0.0947384331 0.8793436289
351.6941070769 0.1383467843 0.6588526964
351.8253702983 0.2597977587 0.4407410324
351.6962299696 0.2601502504 0.4909251034
351.9376126991 0.2756607433 0.3856099844
352.0787305255 0.1945084211 0.4204052687
352.0727863419 0.1303672300 0.9900263548
351.6069898584 -0.0092762755 0.5118375421
351.9633131968 0.0204803505 0.5853464603
351.3806733101 0.0062684644 0.5222585201
351.4830595926 0.0843848183 0.5430102348
351.6853533842 0.0684214075 0.5539177060
351.6850507562 0.0078195659 0.4236921966
351.8115144414 0.2978831908 0.5496801734
351.6749877935 0.3344470708 0.4995629787
351.5220159683 0.1797296594 0.4747912884
351.7074250142 -0.0868441171 0.5283372402
351.6338708338 0.1808479084 0.4412362278
351.5073607858 0.2869534451 0.5256934166
351.7019205305 0.1661240188 0.4887968004
351.6944548348 0.3273861883 0.4995629787
351.5400639828 0.1371502589 0.4946812987
351.6394225323 0.2363377846 0.3839325905
351.3938804997 0.2175601771 0.4629229605
351.7203474627 0.2238819419 0.4917269945
351.4856428829 0.2161938207 0.3652701974
351.6961764089 -0.0703286926 0.3470835984
351.9566302593 0.1200714426 0.3928377330
351.8229331742 0.0802564924 0.5424529910
351.8902613065 -0.0916935656 0.4816664755
351.9385830404 0.1430120469 0.2190103978
351.4538241774 -0.0877503380 0.4759998620
351.6252641348 0.2481806819 0.3839325905
351.7982469512 -0.0520717540 0.5067367554
351.9371822680 -0.0324008742 0.5853464603
351.3791824061 0.1046858455 0.4629229605
351.7647096374 0.3505854859 0.5271410942
351.8733094634 0.3608949791 0.1100712270
351.4099357270 0.3728224840 0.3652701974
351.4415254047 0.0193438199 0.7478599548
352.0797039693 0.2034286588 0.5252288580
351.6919924988 0.2698796496 0.7835406065
351.9848071215 0.2948663459 0.5281367898
351.8651889147 -0.0317261873 0.4969426990
352.0095814748 0.0487183925 0.4080000520
351.5810901596 0.2498959220 0.4412362278
351.4116118806 0.2135616440 0.6239103675
351.4002657367 0.2544332507 0.7003111243
351.4119010079 0.1221230505 0.5763229728
351.9541190868 0.2320916220 0.4956811965
351.8309846178 -0.0029896011 0.5119881630
351.9698761779 0.3333251948 0.8417096734
352.0296367652 0.0485172736 0.6611465812
351.8534400913 0.2279113905 0.5496801734
351.5761508698 0.1022353646 0.5778284073
351.9809622401 0.0307270904 0.5303999782
351.8011683287 -0.0956285365 0.4096723199
351.8142328138 -0.0849882577 0.4096723199
351.7408722612 0.2229944031 0.4995629787
351.9976464370 0.1899735596 0.4926708639
351.7787663858 -0.0727567184 0.4026317894
351.5348241014 0.0734603753 0.4759998620
351.8087354595 0.2556388540 0.4520002604
351.5346999350 0.2209930608 0.5256934166
351.8019519817 0.2919300576 0.5271410942
351.4626773343 -0.0127406598 0.5534914732
351.7572971717 -0.0493714650 0.1023158357
351.9360116994 0.1034552260 0.4969426990
351.9282267022 0.1697512298 0.2190103978
351.7269327194 0.2520805751 0.4995629787
351.5701539543 0.2050408145 0.4848181009
351.6536982274 0.0948041462 0.5118375421
351.9233830388 0.2734474283 0.8187606335
351.4415777466 -0.0008820826 0.4325315356
351.5291088703 0.1658727675 0.2023426741
351.8974079005 -0.0375689286 0.5152376890
351.9251648975 0.2923103908 0.3856099844
351.8852748963 0.3241687347 0.0979902968
351.5292680106 -0.0592487002 0.4007141590
351.6812871193 0.2067739661 0.4887968004
351.6321284344 0.2844799387 0.4833517373
352.0424878166 0.1459411802 0.5261279941
351.7477100481 -0.0119396609 0.5283372402
351.9421534165 0.1222305609 0.4969426990
351.8816482007 -0.0053752816 0.4969426990
351.6695335441 0.3729516293 0.0996923447
351.9541165241 0.0369333605 0.4816664755
351.6370568539 0.3010485608 0.3912327588
351.5196859772 -0.0791122346 0.4007141590
351.5075456742 0.0640181039 0.5534914732
351.6494863925 0.2834912934 0.3912327588
351.5740462139 0.2400887821 0.5359438658
351.9163042292 -0.0226326884 0.5814934373
351.9315734158 -0.0128431000 0.4816664755
351.5843459326 0.2750714525 0.5388002992
351.5833112938 0.3739461192 0.0975640491
351.8235703121 0.1275712403 0.4401371777
351.7271045656 0.3017034447 0.5217612386
351.9741961481 0.0727340646 0.4816664755
351.7829695120 0.0272170143 0.4401371777
351.5175175469 0.0481093492 0.4759998620
351.8477330550 0.0932219978 0.5144783854
352.0411448440 0.3729577490 0.1048235968
351.4462557496 0.2670658262 0.4372485578
351.4926410220 -0.0022085869 0.4759998620
351.8431093618 -0.0659315554 0.4969426990
351.6921251203 0.0054039832 0.5118922591
351.4541928210 0.1789290426 0.5052773952
351.5287831772 0.2596090781 0.4822132587
351.8875628232 0.0742930078 0.4096723199
351.5424608298 0.2177467901 0.5256934166
351.5412571329 0.2059878668 0.5256934166
351.4301455393 -0.0133530860 0.5430102348
351.6316382790 0.1884048893 0.5388002992
351.7212033923 0.2077089741 0.4909251034
351.7867840511 0.2926089199 0.4520002604
352.0394917877 0.3706926064 0.1048235968
351.6405383344 -0.0942174397 0.4236921966
351.9273252434 0.1380718277 0.6627433300
351.8141733958 0.2664446400 0.4407410324
352.0001865592 0.1745509132 0.4926708639
351.9995714828 -0.0748013711 0.5574666262
352.0328211389 0.0782645899 0.1137951538
351.8251737774 0.0993575119 0.4401371777
351.9914378267 0.2987948980 0.5274661779
351.4655113378 -0.0458848055 0.5859137774
351.6833432351 0.0887865047 0.5475000143
351.9420830248 0.2352996157 0.5311409831
352.0036447074 0.2856868230 0.9399664402
351.5438295523 -0.0011796940 0.4007141590
351.6147891426 -0.0443885329 0.4462500513
351.9625384425 0.0689837445 0.5814934373
352.0312863705 0.3082555248 0.5193326473
351.8946711627 0.2323238117 0.5387670398
351.9600110355 0.1072532461 0.5152376890
351.5758137903 0.2056795635 0.4848181009
351.7874573102 0.0141147753 0.5424529910
351.4675802925 0.3426983166 0.5256934166
351.4260336937 0.1129338665 0.5074276328
351.4663569254 0.2820371033 0.4747912884
351.7426838706 0.2660355391 0.5217612386
352.0304614877 -0.0996860547 0.4315385520
351.9094311043 0.1042856590 0.4096723199
351.4345317685 -0.0258178918 0.4325315356
351.7180321790 0.2808292532 0.4995629787
351.7207778419 0.2970663026 0.5217612386
351.7758513948 -0.0370248116 0.2141624540
351.8942595901 0.1458989950 0.5496801734
352.0144310158 0.0891411668 0.1223999485
351.7735537514 0.0351793463 0.5283372402
351.6239422253 0.3013167997 0.4833517373
351.4229038763 0.1497863270 0.5638869405
351.4002485872 0.0320254350 0.7605183125
351.9049001238 0.1482962399 0.5406959057
351.5546271934 0.0391864897 0.5778284073
352.0474371665 0.0846509181 0.6611465812
352.0049230133 -0.0085422284 0.5514850616
352.0237718493 0.1026575954 0.5303999782
351.6200546458 0.2430069730 0.4960584939
351.4125846419 0.0761931045 0.6231302619
351.6734191887 -0.0926568067 0.3470835984
351.3939482877 0.1825488040 0.4629229605
351.6848838893 0.3026965892 0.3923078477
351.7928617919 -0.0284871263 0.4026317894
352.0533400453 0.3016235189 0.1048235968
351.4446329445 0.3296032640 0.7962559462
352.0367542748 0.0298048398 0.8793436289
351.4562121226 -0.0334921628 0.5534914732
351.6213258571 0.3016850682 0.4833517373
351.5753365042 -0.0786479679 0.5118375421
351.6440127847 0.0475365197 0.5118375421
352.0459747462 0.3035003190 0.4125002623
351.3825105557 0.2680205231 0.5232474804
351.7499936693 0.1108380406 0.5118922591
351.5381664982 0.0253441300 0.5778284073
351.4188409827 0.3021290945 0.4775902331
351.8131995574 0.3267266496 0.1089391708
351.5282249392 -0.0326655622 0.4007141590
351.5290945339 0.3041682710 0.4848181009
351.6102857787 0.1394830176 0.6912587881
351.7929222245 0.2424332437 0.4472553432
351.8079207185 0.3330722458 0.5496801734
352.0502262995 0.0824769490 0.9830235839
351.5758820158 0.1856986975 0.3726921976
351.4233744511 0.0391216354 0.7534888983
351.7257767260 0.2151703142 0.4917269945
351.9243724833 0.0279127559 0.5152376890
352.0489223005 0.1598550358 0.9406370521
351.5384387455 0.3079426901 0.5359438658
351.8991005067 0.0064311730 0.3928377330
352.0281408653 0.2222115192 0.9406370521
351.8744202342 0.0096634921 0.5094993114
351.5822135159 0.2704983200 0.5388002992
351.3830517178 0.2994304280 0.4420001805
351.4430932909 0.1795345399 0.6910076141
351.6829419448 0.3596108196 0.5217612386
351.9590582508 0.3682996586 0.1070608795
351.9451607868 -0.0511587421 0.5303999782
351.5638490036 -0.0056960496 0.5019641519
351.7691725082 0.2453009146 0.5084689260
351.8571686521 -0.0241854806 0.5094993114
351.9720521117 -0.0295499560 0.5217952132
352.0024673288 0.0479437071 0.4080000520
351.8421442804 0.0324244180 0.4026317894
351.8595863294 0.2518190377 0.5406959057
351.5418038043 0.1984859723 0.5256934166
351.5250232032 -0.0075027435 0.5778284073
351.6623859734 0.0222189493 0.5539177060
351.8864503346 -0.0423796750 0.5152376890
351.7196995885 -0.0414769039 0.7872207761
352.0162659050 -0.0366946638 0.5574666262
351.5618602603 0.1517260897 0.5256934166
351.6968547117 0.1255335523 0.5475000143
351.6401801986 0.0555056697 0.5118375421
351.6228890253 0.3363287523 0.3912327588
352.0429366992 0.2447896726 0.8329055309
351.6565641047 0.0006028885 0.5539177060
351.9982645566 0.2966209975 0.6322897673
352.0027333039 0.3197207901 0.4125002623
351.6325415934 -0.0232066651 0.5539177060
351.8028230384 0.1926797471 0.5084689260
351.7779573688 0.0585369366 0.5283372402
351.6089378685 -0.0938418181 0.1134000048
351.6022132508 -0.0688297208 0.4462500513
351.5129416236 -0.0024594164 0.4759998620
351.4726022653 -0.0556800553 0.4759998620
351.9526719448 0.2041594240 0.5311409831
351.7329663878 0.2399760141 0.4995629787
351.8780700349 0.2416172240 0.4286958277
351.7738617964 0.0607377583 0.4589302242
351.4476986291 0.1494388731 0.6910076141
351.9312291565 -0.0316158957 0.5853464603
351.5240192636 0.1334962345 0.6398108602
351.5779473126 0.1371499277 0.6712906361
351.9172688522 0.2103324588 0.5420898199
351.7430435702 0.1373729481 0.7066161633
351.7674540206 0.0906268297 0.3470835984
351.9399997851 0.0437611640 0.5152376890
351.7978560907 0.2235322231 0.4472553432
351.6896716107 -0.0849517788 0.3470835984
352.0083746645 -0.0412547775 0.5574666262
351.9605757558 -0.0278854753 0.4080000520
351.8903295457 0.3419184807 0.4956811965
352.0711001393 -0.0000396923 0.1096615568
351.6973443693 0.0000925421 0.5118922591
351.4999845784 0.1114591665 0.4325315356
351.7558496784 0.3258324447 0.4520002604
351.6444021568 -0.0329425379 0.5370922089
351.7703137850 0.1420561283 0.3923078477
351.7965708409 -0.0665822939 0.5119881630
351.4470706671 0.0625507618 0.6869951487
351.4708856070 0.0043022830 0.5534914732
351.7958141829 0.0136542261 0.1023158357
351.5814760393 0.2835540752 0.5388002992
351.9766491332 0.2228025299 0.4926708639
351.8424948511 0.2978150273 0.5406959057
352.0221842517 0.0292210354 0.1036800072
352.0673887063 -0.0524133923 0.1096615568
352.0378329621 0.1944476484 0.9406370521
351.4481193977 0.0854252941 0.4462500513
351.6206497135 0.1935833793 0.0975640491
351.7301958717 0.2779279243 0.5217612386
352.0702108271 0.2379655881 0.2116559893
351.3973652395 -0.0926362673 0.4325315356
351.4554719435 0.2285864145 0.5875729918
351.9790787974 0.0697803236 0.5853464603
351.7285897955 0.1900970972 0.4909251034
351.4405817740 0.1168636457 0.6869951487
351.4938661164 0.2213138265 0.4747912884
351.8034015577 0.3352874680 0.5496801734
351.7460321871 -0.0493165431 0.5424529910
351.5610518791 -0.0635584214 0.3984375298
351.4692299744 0.0390759485 0.4325315356
352.0674644383 0.1852896428 0.8329055309
351.7505796844 0.3407347004 0.3400002122
351.4487870599 0.1045684839 0.6869951487
351.7260722694 0.0902221970 0.4236921966
351.7651137744 0.3355118242 0.4520002604
351.8782780330 -0.0164842587 0.3928377330
351.6662643068 0.2827028938 0.4909251034
351.6535467468 0.0126068903 0.5539177060
351.9823583127 0.0722064254 0.5853464603
351.9202025098 -0.0407677352 0.5853464603
351.9616071334 0.1915758427 0.5311409831
351.7882761696 0.2769667068 0.4520002604
351.9897443831 0.1670055881 0.3856099844
351.5210957382 -0.0934129105 0.4007141590
351.6654364365 0.0731537391 0.4462500513
351.8599949046 0.1928878165 0.4407410324
351.4193134542 0.3345436493 0.3652701974
351.7205738954 -0.0891597331 0.4401371777
351.9350213429 0.0910247021 0.3928377330
352.0629291580 0.1598110038 0.9399664402
351.7346939142 0.3471093334 0.4472553432
351.8629489813 0.1819041861 0.5271410942
351.7989764546 0.0767950367 0.4401371777
351.6841608940 0.1332949054 0.6992590427
351.5954672184 0.3565924925 0.0975640491
351.8913350871 0.3511430439 0.4956811965
351.5254867036 -0.0521439515 0.4007141590
351.8659329773 0.1635833064 0.5271410942
351.8465003087 -0.0306639950 0.5094993114
351.6441126588 0.2806422794 0.4887968004
351.9561524371 -0.0676274280 0.4080000520
351.5395980492 0.2246004619 0.5256934166
351.9702554995 0.0608132138 0.4816664755
351.4129542944 0.3512026815 0.3652701974
351.6354258230 0.0527932992 0.5118375421
351.9654652379 0.2895282269 0.5192946792
352.0215626906 0.2340258436 0.9406370521
351.9355983156 0.0792327157 0.3928377330
351.4660161919 0.2411662274 0.3652701974
351.8760442809 0.1769855548 0.4407410324
352.0320379962 0.1263444605 0.5303999782
351.4068134957 0.0829868217 0.5763229728
351.7835475336 0.2942110753 0.4520002604
351.7376551435 0.0392187264 0.3470835984
351.4997074630 0.1769782626 0.3652701974
351.5815361337 0.0730689936 0.4007141590
351.5745460555 -0.0110941306 0.5019641519
351.6505828884 0.1232682255 0.5002660751
351.6753196925 0.0323164132 0.5370922089
351.8256418604 0.0613362891 0.2141624540
351.8725037041 0.0132063082 0.5094993114
351.9071929032 0.2161435113 0.5387670398
351.7058815555 -0.0603543994 0.4589302242
351.5670608002 0.0883034307 0.5778284073
351.4308876018 0.2576525845 0.7424075603
351.6720197042 0.1296134601 0.5118375421
351.8560037884 -0.0842311458 0.3928377330
351.9775002701 -0.0927571288 0.4478050470
351.4342775260 -0.0605332056 0.4325315356
351.6236845920 0.2439187426 0.3839325905
